4,9,3,1,6,2,7,8,5,

ANSWER:17
1,7,4,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,8,3,7,1,5,2,
7,8,1,5,2,6,3,9,4,
5,1,7,9,4,8,2,3,6,
2,6,8,7,5,3,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:18
1,7,4,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,8,3,7,1,5,2,
7,8,1,5,2,6,4,3,9,
5,1,8,7,4,3,2,9,6,
2,6,7,9,5,8,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:19
1,7,4,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,4,3,2,
5,1,7,8,4,3,2,9,6,
2,6,8,9,5,7,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:20
1,7,4,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,9,8,1,5,2,
7,8,1,5,2,6,3,9,4,
5,1,8,9,4,7,2,3,6,
2,6,7,8,5,3,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:21
1,7,4,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,9,8,1,5,2,
7,8,1,5,2,6,4,3,9,
5,1,7,8,4,3,2,9,6,
2,6,8,9,5,7,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:22
1,7,4,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,9,6,4,3,2,
5,1,8,7,4,3,2,9,6,
2,6,7,9,5,8,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:23
1,7,4,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,9,7,1,5,2,
7,8,1,5,2,6,3,9,4,
5,1,7,9,4,8,2,3,6,
2,6,8,7,5,3,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:24
1,7,4,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,9,7,1,5,2,
7,8,1,5,2,6,4,3,9,
5,1,8,7,4,3,2,9,6,
2,6,7,9,5,8,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:25
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,7,3,8,1,5,2,
7,8,1,5,2,6,3,9,4,
5,1,7,8,4,9,2,3,6,
2,6,8,3,5,7,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:26
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,7,3,8,1,5,2,
7,8,1,5,2,6,4,3,9,
5,1,8,3,4,7,2,9,6,
2,6,7,8,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:27
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,8,3,7,1,5,2,
7,8,1,5,2,6,3,9,4,
5,1,8,7,4,9,2,3,6,
2,6,7,3,5,8,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:28
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,8,3,7,1,5,2,
7,8,1,5,2,6,4,3,9,
5,1,7,3,4,8,2,9,6,
2,6,8,7,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:29
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,6,9,2,3,4,
5,1,7,8,4,6,3,9,2,
2,6,8,3,9,7,4,1,5,
4,9,3,1,5,2,7,8,6,

ANSWER:30
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,4,3,2,
5,1,8,3,4,7,2,9,6,
2,6,7,8,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:31
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,9,8,1,5,2,
7,8,1,5,2,6,3,9,4,
5,1,7,8,4,9,2,3,6,
2,6,8,3,5,7,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:32
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,9,8,1,5,2,
7,8,1,5,2,6,4,3,9,
5,1,8,3,4,7,2,9,6,
2,6,7,8,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:33
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,6,9,2,3,4,
5,1,8,7,4,6,3,9,2,
2,6,7,3,9,8,4,1,5,
4,9,3,1,5,2,7,8,6,

ANSWER:34
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,9,6,4,3,2,
5,1,7,3,4,8,2,9,6,
2,6,8,7,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:35
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,9,7,1,5,2,
7,8,1,5,2,6,3,9,4,
5,1,8,7,4,9,2,3,6,
2,6,7,3,5,8,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:36
1,7,4,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,9,7,1,5,2,
7,8,1,5,2,6,4,3,9,
5,1,7,3,4,8,2,9,6,
2,6,8,7,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:37
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,7,2,8,1,5,3,
7,8,1,5,3,6,2,9,4,
5,1,8,9,4,7,3,2,6,
2,6,7,8,5,3,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:38
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,7,2,8,1,5,3,
7,8,1,5,3,6,4,2,9,
5,1,7,8,4,3,2,9,6,
2,6,8,9,5,7,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:39
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,7,2,8,1,5,3,
7,8,1,5,6,3,2,9,4,
5,1,7,8,4,6,3,2,9,
2,6,8,9,3,7,4,1,5,
4,9,3,1,5,2,7,8,6,

ANSWER:40
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,8,2,7,1,5,3,
7,8,1,5,3,6,2,9,4,
5,1,7,9,4,8,3,2,6,
2,6,8,7,5,3,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:41
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,8,2,7,1,5,3,
7,8,1,5,3,6,4,2,9,
5,1,8,7,4,3,2,9,6,
2,6,7,9,5,8,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:42
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,8,2,7,1,5,3,
7,8,1,5,6,3,2,9,4,
5,1,8,7,4,6,3,2,9,
2,6,7,9,3,8,4,1,5,
4,9,3,1,5,2,7,8,6,

ANSWER:43
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,3,2,4,
5,1,7,8,4,3,2,9,6,
2,6,8,9,5,7,4,1,3,
4,9,3,1,6,2,7,8,5,

ANSWER:44
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,4,2,3,
5,1,7,8,4,3,2,9,6,
2,6,8,9,5,7,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:45
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,9,6,3,2,4,
5,1,8,7,4,3,2,9,6,
2,6,7,9,5,8,4,1,3,
4,9,3,1,6,2,7,8,5,

ANSWER:46
1,7,4,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,9,6,4,2,3,
5,1,8,7,4,3,2,9,6,
2,6,7,9,5,8,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:47
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,7,2,8,1,5,3,
7,8,1,5,3,6,2,9,4,
5,1,7,8,4,9,3,2,6,
2,6,8,3,5,7,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:48
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,7,2,8,1,5,3,
7,8,1,5,3,6,4,2,9,
5,1,8,3,4,7,2,9,6,
2,6,7,8,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:49
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,8,2,7,1,5,3,
7,8,1,5,3,6,2,9,4,
5,1,8,7,4,9,3,2,6,
2,6,7,3,5,8,4,1,9,
4,9,3,1,6,2,7,8,5,

ANSWER:50
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,2,5,4,9,1,6,7,8,
9,4,6,8,2,7,1,5,3,
7,8,1,5,3,6,4,2,9,
5,1,7,3,4,8,2,9,6,
2,6,8,7,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:51
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,6,9,3,2,4,
5,1,7,8,4,6,2,9,3,
2,6,8,3,9,7,4,1,5,
4,9,3,1,5,2,7,8,6,

ANSWER:52
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,3,2,4,
5,1,8,3,4,7,2,9,6,
2,6,7,8,5,9,4,1,3,
4,9,3,1,6,2,7,8,5,

ANSWER:53
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,4,2,3,
5,1,8,3,4,7,2,9,6,
2,6,7,8,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:54
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,6,9,3,2,4,
5,1,8,7,4,6,2,9,3,
2,6,7,3,9,8,4,1,5,
4,9,3,1,5,2,7,8,6,

ANSWER:55
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,9,6,3,2,4,
5,1,7,3,4,8,2,9,6,
2,6,8,7,5,9,4,1,3,
4,9,3,1,6,2,7,8,5,

ANSWER:56
1,7,4,6,8,5,9,3,2,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
9,2,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,9,6,4,2,3,
5,1,7,3,4,8,2,9,6,
2,6,8,7,5,9,3,1,4,
4,9,3,1,6,2,7,8,5,

ANSWER:57
4,1,7,6,3,5,9,8,2,
3,5,2,8,1,9,7,4,6,
8,9,6,2,7,4,5,3,1,
2,3,5,4,9,1,6,7,8,
6,4,9,7,2,8,1,5,3,
7,8,1,5,6,3,2,9,4,
5,2,8,9,4,6,3,1,7,
1,6,4,3,5,7,8,2,9,
9,7,3,1,8,2,4,6,5,

ANSWER:58
4,1,7,6,3,5,9,8,2,
3,5,2,8,1,9,7,4,6,
8,9,6,2,7,4,5,3,1,
2,3,5,4,9,1,6,7,8,
6,4,9,7,2,8,1,5,3,
7,8,1,5,6,3,4,2,9,
5,2,8,9,4,6,3,1,7,
1,6,4,3,8,7,2,9,5,
9,7,3,1,5,2,8,6,4,

ANSWER:59
4,1,7,6,3,5,9,8,2,
3,5,2,9,1,8,7,4,6,
8,9,6,2,7,4,5,3,1,
2,3,5,4,9,1,6,7,8,
6,4,9,8,2,7,1,5,3,
7,8,1,5,6,3,2,9,4,
5,2,8,7,4,6,3,1,9,
1,6,4,3,5,9,8,2,7,
9,7,3,1,8,2,4,6,5,

ANSWER:60
4,1,7,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,9,4,3,7,1,6,
1,6,4,8,5,7,3,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:61
4,1,7,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,9,4,7,3,1,6,
1,6,4,8,5,3,7,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:62
4,1,7,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,7,9,8,1,5,2,
7,8,1,5,2,6,3,9,4,
5,2,8,9,4,3,7,1,6,
1,6,4,8,5,7,2,3,9,
9,7,3,1,6,2,4,8,5,

ANSWER:63
4,1,7,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,9,4,3,7,1,6,
1,6,4,7,5,8,3,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:64
4,1,7,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,8,9,7,1,5,2,
7,8,1,5,2,6,3,9,4,
5,2,8,9,4,3,7,1,6,
1,6,4,7,5,8,2,3,9,
9,7,3,1,6,2,4,8,5,

ANSWER:65
4,1,7,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,9,5,4,2,1,6,7,8,
2,4,6,7,3,8,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,9,4,3,7,1,6,
1,6,4,8,5,7,3,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:66
4,1,7,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,9,5,4,2,1,6,7,8,
2,4,6,7,3,8,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,9,4,7,3,1,6,
1,6,4,8,5,3,7,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:67
4,1,7,6,8,5,9,2,3,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
3,9,5,4,2,1,6,7,8,
2,4,6,8,3,7,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,9,4,3,7,1,6,
1,6,4,7,5,8,3,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:68
4,1,7,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,3,4,9,7,1,6,
1,6,4,8,5,7,3,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:69
4,1,7,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,7,9,8,1,5,2,
7,8,1,5,2,6,3,9,4,
5,2,8,3,4,9,7,1,6,
1,6,4,8,5,7,2,3,9,
9,7,3,1,6,2,4,8,5,

ANSWER:70
4,1,7,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,3,4,9,7,1,6,
1,6,4,7,5,8,3,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:71
4,1,7,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,7,4,9,3,1,6,
1,6,4,3,5,8,7,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:72
4,1,7,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,8,9,7,1,5,2,
7,8,1,5,2,6,3,9,4,
5,2,8,3,4,9,7,1,6,
1,6,4,7,5,8,2,3,9,
9,7,3,1,6,2,4,8,5,

ANSWER:73
4,1,7,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,9,5,4,2,1,6,7,8,
2,4,6,7,3,8,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,3,4,9,7,1,6,
1,6,4,8,5,7,3,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:74
4,1,7,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,9,5,4,2,1,6,7,8,
2,4,6,8,3,7,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,3,4,9,7,1,6,
1,6,4,7,5,8,3,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:75
4,1,7,6,8,5,9,2,3,
6,5,2,9,1,3,8,4,7,
8,3,9,2,7,4,5,6,1,
3,9,5,4,2,1,6,7,8,
2,4,6,8,3,7,1,5,9,
7,8,1,5,9,6,2,3,4,
5,2,8,7,4,9,3,1,6,
1,6,4,3,5,8,7,9,2,
9,7,3,1,6,2,4,8,5,

ANSWER:76
4,1,7,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,7,2,8,1,5,9,
7,8,1,5,9,6,3,2,4,
5,2,8,9,4,3,7,1,6,
1,6,4,8,5,7,2,9,3,
9,7,3,1,6,2,4,8,5,

ANSWER:77
4,1,7,6,8,5,9,3,2,
6,5,2,3,1,9,8,4,7,
8,3,9,2,7,4,5,6,1,
2,9,5,4,3,1,6,7,8,
3,4,6,8,2,7,1,5,9,
